Measure|Data Type|Template Id|Data Type Value Set|Data Type Value OID|Attribute
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|Intermittent pneumatic compression devices (IPC)|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.214|code
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|Graduated compression stockings (GCS)|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.256|code
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Coverage|http://hl7.org/fhir/StructureDefinition/Coverage|Payer|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.114222.4.11.3591|type
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Coverage|http://hl7.org/fhir/StructureDefinition/Coverage|||period
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Encounter Inpatient|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.666.5.307|type
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|2||period
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|||location
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|||location.location
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|||location.period
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|||status
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|||diagnosis
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|||diagnosis.condition
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|Obstetrics|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.263|code
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|Obstetrics VTE|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.264|code
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Location|http://hl7.org/fhir/StructureDefinition/Location|Intensive Care Unit|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1029.206|type
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Observation Services|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1111.143|type
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|||period
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Emergency Department Visit|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.292|type
DischargedonAntithromboticTherapyFHIR.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|Antithrombotic Therapy|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.201|medication
DischargedonAntithromboticTherapyFHIR.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|||doNotPerform
DischargedonAntithromboticTherapyFHIR.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|Medical Reason|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.473|reasonCode
DischargedonAntithromboticTherapyFHIR.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|Patient Refusal|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.93|reasonCode
DischargedonAntithromboticTherapyFHIR.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|||category
DischargedonAntithromboticTherapyFHIR.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|completed||status
DischargedonAntithromboticTherapyFHIR.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|cancelled||status
DischargedonAntithromboticTherapyFHIR.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|active||status
DischargedonAntithromboticTherapyFHIR.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|||intent
DischargedonAntithromboticTherapyFHIR.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|||authoredOn
DischargedonAntithromboticTherapyFHIR.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|Pharmacological Contraindications For Antithrombotic Therapy|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1110.52|medication
DischargedonAntithromboticTherapyFHIR.xml|Coverage|http://hl7.org/fhir/StructureDefinition/Coverage|Payer|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.114222.4.11.3591|type
DischargedonAntithromboticTherapyFHIR.xml|Coverage|http://hl7.org/fhir/StructureDefinition/Coverage|||period
DischargedonAntithromboticTherapyFHIR.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|Comfort Measures|http://cts.nlm.nih.gov/fhir/ValueSet/1.3.6.1.4.1.33895.1.3.0.45|code
DischargedonAntithromboticTherapyFHIR.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|||intent
DischargedonAntithromboticTherapyFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|Comfort Measures|http://cts.nlm.nih.gov/fhir/ValueSet/1.3.6.1.4.1.33895.1.3.0.45|code
DischargedonAntithromboticTherapyFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|completed||status
DischargedonAntithromboticTherapyFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|in-progress||status
DischargedonAntithromboticTherapyFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Observation Services|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1111.143|type
DischargedonAntithromboticTherapyFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|||period
DischargedonAntithromboticTherapyFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Emergency Department Visit|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.292|type
DischargedonAntithromboticTherapyFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Non-Elective Inpatient Encounter|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.424|type
Exam125FHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Online Assessments|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1446|type
Exam125FHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|||status
Exam125FHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|||period
Exam125FHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Telephone Visits|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1246|type
Exam125FHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|Status Post Right Mastectomy|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.12.1070|code
Exam125FHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|active|active:ConditionClinicalStatusCodes|clinicalStatus
Exam125FHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|recurrence|recurrence:ConditionClinicalStatusCodes|clinicalStatus
Exam125FHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|relapse|relapse:ConditionClinicalStatusCodes|clinicalStatus
Exam125FHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|||onset
Exam125FHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|||abatement
Exam125FHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|||recordedDate
Exam125FHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|Unilateral Mastectomy, Unspecified Laterality|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.12.1071|code
Exam125FHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|Right|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.122.12.1035|bodySite
Exam125FHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|Left|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.122.12.1036|bodySite
Exam125FHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|Unilateral Mastectomy Right|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.12.1134|code
Exam125FHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|||status
Exam125FHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|||performed
Exam125FHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|Status Post Left Mastectomy|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.12.1069|code
Exam125FHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|Unilateral Mastectomy Left|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.12.1133|code
Exam125FHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|History of bilateral mastectomy|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.12.1068|code
Exam125FHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|Bilateral Mastectomy|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.12.1005|code
Exam125FHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|Mammography|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.108.11.1047|code
Exam125FHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|final||status
Exam125FHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|amended||status
Exam125FHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|corrected||status
Exam125FHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|appended||status
Exam125FHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|||effective
Exam125FHIR.xml|DiagnosticReport|http://hl7.org/fhir/StructureDefinition/DiagnosticReport|Mammography|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.108.11.1047|code
Exam125FHIR.xml|DiagnosticReport|http://hl7.org/fhir/StructureDefinition/DiagnosticReport|final||status
Exam125FHIR.xml|DiagnosticReport|http://hl7.org/fhir/StructureDefinition/DiagnosticReport|amended||status
Exam125FHIR.xml|DiagnosticReport|http://hl7.org/fhir/StructureDefinition/DiagnosticReport|corrected||status
Exam125FHIR.xml|DiagnosticReport|http://hl7.org/fhir/StructureDefinition/DiagnosticReport|appended||status
Exam125FHIR.xml|DiagnosticReport|http://hl7.org/fhir/StructureDefinition/DiagnosticReport|||effective
Exam125FHIR.xml|Coverage|http://hl7.org/fhir/StructureDefinition/Coverage|Payer|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.114222.4.11.3591|type
Exam125FHIR.xml|Coverage|http://hl7.org/fhir/StructureDefinition/Coverage|||period
Exam125FHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Office Visit|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.101.12.1001|type
Exam125FHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Annual Wellness Visit|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1240|type
Exam125FHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Preventive Care Services - Established Office Visit, 18 and Up|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.101.12.1025|type
Exam125FHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Preventive Care Services-Initial Office Visit, 18 and Up|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.101.12.1023|type
Exam125FHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Home Healthcare Services|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.101.12.1016|type
Exam125FHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Encounter Inpatient|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.666.5.307|type
Exam125FHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Discharge to home for hospice care (procedure)|428361000124107:SNOMEDCT:2017-09|hospitalization
Exam125FHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Discharge to healthcare facility for hospice care (procedure)|428371000124100:SNOMEDCT:2017-09|hospitalization
Exam125FHIR.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|Hospice care ambulatory|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1108.15|code
Exam125FHIR.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|active||status
Exam125FHIR.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|completed||status
Exam125FHIR.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|||intent
Exam125FHIR.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|||authoredOn
Exam125FHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|Hospice care ambulatory|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1108.15|code
Exam125FHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|Functional Assessment of Chronic Illness Therapy - Palliative Care Questionnaire (FACIT-Pal)|71007-9:LOINC|code
Exam125FHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|||category
Exam125FHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Palliative Care Encounter|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1450|type
Exam125FHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|Palliative Care Intervention|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.2224|code
Exam125FHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|completed||status
Exam125FHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|in-progress||status
Exam125FHIR.xml|DeviceRequest|http://hl7.org/fhir/StructureDefinition/DeviceRequest|Frailty Device|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1530|code
Exam125FHIR.xml|DeviceRequest|http://hl7.org/fhir/StructureDefinition/DeviceRequest|active||status
Exam125FHIR.xml|DeviceRequest|http://hl7.org/fhir/StructureDefinition/DeviceRequest|on-hold||status
Exam125FHIR.xml|DeviceRequest|http://hl7.org/fhir/StructureDefinition/DeviceRequest|completed||status
Exam125FHIR.xml|DeviceRequest|http://hl7.org/fhir/StructureDefinition/DeviceRequest|||intent
Exam125FHIR.xml|DeviceRequest|http://hl7.org/fhir/StructureDefinition/DeviceRequest|||authoredOn
Exam125FHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|Frailty Device|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1530|code
Exam125FHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|Frailty Diagnosis|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1531|code
Exam125FHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Frailty Encounter|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1532|type
Exam125FHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|Frailty Symptom|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1533|code
Exam125FHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|preliminary||status
Exam125FHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Acute Inpatient|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1810|type
Exam125FHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|||diagnosis
Exam125FHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|||diagnosis.condition
Exam125FHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|Advanced Illness|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1465|code
Exam125FHIR.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|Dementia Medications|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1729|medication
Exam125FHIR.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|||status
Exam125FHIR.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|||intent
Exam125FHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Outpatient|outpatient:MedicationRequestCategory|type
Exam125FHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Observation|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1191|type
Exam125FHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Emergency Department Visit|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.292|type
Exam125FHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Nonacute Inpatient|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1189|type
Exam125FHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Care Services in Long-Term Residential Facility|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.101.12.1014|type
Exam125FHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Nursing Facility Visit|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.101.12.1012|type
BreastCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Online Assessments|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1446|type
BreastCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|||status
BreastCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|||period
BreastCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Telephone Visits|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1246|type
BreastCancerScreeningsFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|Status Post Right Mastectomy|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.12.1070|code
BreastCancerScreeningsFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|active|active:ConditionClinicalStatusCodes|clinicalStatus
BreastCancerScreeningsFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|recurrence|recurrence:ConditionClinicalStatusCodes|clinicalStatus
BreastCancerScreeningsFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|relapse|relapse:ConditionClinicalStatusCodes|clinicalStatus
BreastCancerScreeningsFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|||onset
BreastCancerScreeningsFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|||abatement
BreastCancerScreeningsFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|||recordedDate
BreastCancerScreeningsFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|Unilateral Mastectomy, Unspecified Laterality|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.12.1071|code
BreastCancerScreeningsFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|Right|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.122.12.1035|bodySite
BreastCancerScreeningsFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|Left|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.122.12.1036|bodySite
BreastCancerScreeningsFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|Unilateral Mastectomy Right|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.12.1134|code
BreastCancerScreeningsFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|||status
BreastCancerScreeningsFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|||performed
BreastCancerScreeningsFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|Status Post Left Mastectomy|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.12.1069|code
BreastCancerScreeningsFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|Unilateral Mastectomy Left|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.12.1133|code
BreastCancerScreeningsFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|History of bilateral mastectomy|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.12.1068|code
BreastCancerScreeningsFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|Bilateral Mastectomy|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.12.1005|code
BreastCancerScreeningsFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|Mammography|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.108.11.1047|code
BreastCancerScreeningsFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|final||status
BreastCancerScreeningsFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|amended||status
BreastCancerScreeningsFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|corrected||status
BreastCancerScreeningsFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|appended||status
BreastCancerScreeningsFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|||effective
BreastCancerScreeningsFHIR.xml|DiagnosticReport|http://hl7.org/fhir/StructureDefinition/DiagnosticReport|Mammography|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.108.11.1047|code
BreastCancerScreeningsFHIR.xml|DiagnosticReport|http://hl7.org/fhir/StructureDefinition/DiagnosticReport|final||status
BreastCancerScreeningsFHIR.xml|DiagnosticReport|http://hl7.org/fhir/StructureDefinition/DiagnosticReport|amended||status
BreastCancerScreeningsFHIR.xml|DiagnosticReport|http://hl7.org/fhir/StructureDefinition/DiagnosticReport|corrected||status
BreastCancerScreeningsFHIR.xml|DiagnosticReport|http://hl7.org/fhir/StructureDefinition/DiagnosticReport|appended||status
BreastCancerScreeningsFHIR.xml|DiagnosticReport|http://hl7.org/fhir/StructureDefinition/DiagnosticReport|||effective
BreastCancerScreeningsFHIR.xml|Coverage|http://hl7.org/fhir/StructureDefinition/Coverage|Payer|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.114222.4.11.3591|type
BreastCancerScreeningsFHIR.xml|Coverage|http://hl7.org/fhir/StructureDefinition/Coverage|||period
BreastCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Office Visit|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.101.12.1001|type
BreastCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Annual Wellness Visit|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1240|type
BreastCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Preventive Care Services - Established Office Visit, 18 and Up|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.101.12.1025|type
BreastCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Preventive Care Services-Initial Office Visit, 18 and Up|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.101.12.1023|type
BreastCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Home Healthcare Services|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.101.12.1016|type
BreastCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Encounter Inpatient|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.666.5.307|type
BreastCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Discharge to home for hospice care (procedure)|428361000124107:SNOMEDCT:2017-09|hospitalization
BreastCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Discharge to healthcare facility for hospice care (procedure)|428371000124100:SNOMEDCT:2017-09|hospitalization
BreastCancerScreeningsFHIR.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|Hospice care ambulatory|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1108.15|code
BreastCancerScreeningsFHIR.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|active||status
BreastCancerScreeningsFHIR.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|completed||status
BreastCancerScreeningsFHIR.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|||intent
BreastCancerScreeningsFHIR.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|||authoredOn
BreastCancerScreeningsFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|Hospice care ambulatory|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1108.15|code
BreastCancerScreeningsFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|Functional Assessment of Chronic Illness Therapy - Palliative Care Questionnaire (FACIT-Pal)|71007-9:LOINC|code
BreastCancerScreeningsFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|||category
BreastCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Palliative Care Encounter|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1450|type
